Datetime,Banda_A,Banda_B,Banda_C
2026-08-31 14:00:00,174.64708333,79.14152778,31.71848889
2026-08-31 15:00:00,175.00461111,79.21458333,31.22087222
2026-08-31 16:00:00,174.95627778,78.43791667,31.73892500
2026-08-31 17:00:00,174.25833333,76.99025000,32.32143889
2026-08-31 18:00:00,173.43391667,75.81672222,32.40198056
2026-08-31 19:00:00,173.17005556,75.55202778,32.28417500
2026-08-31 20:00:00,173.41308333,75.86752778,32.30348889
2026-08-31 21:00:00,173.64461847,76.12072000,32.38030924
2026-09-01 00:00:00,168.00856115,71.47730216,30.13889209
2026-09-01 01:00:00,169.46352778,72.62694444,30.54147778
2026-09-01 02:00:00,172.63608333,75.68636111,31.62612778
2026-09-01 03:00:00,175.82088889,79.41277778,32.70425833
2026-09-01 04:00:00,177.78327778,82.43772222,33.05418611
2026-09-01 05:00:00,178.71713889,84.28055556,32.77051389
2026-09-01 06:00:00,179.48536111,85.09522222,32.86140833
2026-09-01 07:00:00,180.42011111,85.09900000,34.20988889
2026-09-01 08:00:00,180.98408333,84.58408333,36.35603611
2026-09-01 09:00:00,180.42197222,84.03086111,37.62263889
2026-09-01 10:00:00,178.71211111,83.75350000,36.73778333
2026-09-01 11:00:00,176.71272222,83.58513889,34.24661389
2026-09-01 12:00:00,175.32313889,83.07619444,32.04668333
2026-09-01 13:00:00,174.77494444,81.84091667,31.49894167
2026-09-01 14:00:00,174.84211111,79.69666667,32.20109444
2026-09-01 15:00:00,175.18669444,76.90694444,32.71469444
2026-09-01 16:00:00,175.26663889,74.33047222,32.17617500
2026-09-01 17:00:00,174.58186111,72.82102778,30.93383056
2026-09-01 18:00:00,173.49916667,72.39008333,29.89734167
2026-09-01 19:00:00,173.02588889,72.39555556,29.61558333
2026-09-01 20:00:00,173.32880556,72.40186111,29.84822222
2026-09-01 21:00:00,173.69441176,72.38161765,30.07003309
2026-09-02 00:00:00,169.89519573,75.02284698,26.60501068
2026-09-02 01:00:00,171.16713889,75.79380556,28.54302778
2026-09-02 02:00:00,174.54269444,77.18569444,31.57882778
2026-09-02 03:00:00,178.64419444,78.70494444,33.97155556
2026-09-02 04:00:00,181.22486111,80.38625000,34.90408889
2026-09-02 05:00:00,181.06486111,82.46838889,34.81706111
2026-09-02 06:00:00,179.16100000,84.48008333,34.40939167
2026-09-02 07:00:00,177.83613889,85.37477778,33.87411667
2026-09-02 08:00:00,178.47819444,84.68844444,33.24684167
2026-09-02 09:00:00,180.20697222,83.00833333,32.82992500
2026-09-02 10:00:00,180.89880556,81.33255556,32.92529444
2026-09-02 11:00:00,179.48202778,80.37197222,33.44458056
2026-09-02 12:00:00,177.01716667,80.10611111,33.88451111
2026-09-02 13:00:00,175.38905556,79.72600000,33.60697500
2026-09-02 14:00:00,175.19861111,78.43311111,32.39294722
2026-09-02 15:00:00,175.25063889,76.47366667,30.75812778
2026-09-02 16:00:00,174.08419444,74.87202778,29.45342222
2026-09-02 17:00:00,171.71311111,74.15213889,28.73534444
2026-09-02 18:00:00,169.62250000,73.95644444,28.41946667
2026-09-02 19:00:00,169.03177778,73.87283333,28.33470278
2026-09-02 20:00:00,169.52455556,73.84683333,28.38156389
2026-09-02 21:00:00,169.98828767,73.87554795,28.43854110
2026-09-03 01:00:00,172.29974359,78.26256410,30.50062393
2026-09-03 02:00:00,172.84813889,78.34341667,31.04168056
2026-09-03 03:00:00,173.93388889,78.97558333,32.77931667
2026-09-03 04:00:00,174.52202778,80.29791667,34.73556389
2026-09-03 05:00:00,174.45841667,81.83425000,35.44196111
