Datetime,Banda_A,Banda_B,Banda_C
2026-09-03 06:00:00,174.61750000,82.82169444,34.41103611
2026-09-03 07:00:00,175.75152778,82.93313889,32.54553889
2026-09-03 08:00:00,177.60583333,82.51516667,31.11126111
2026-09-03 09:00:00,179.24602778,82.05166667,30.70104444
2026-09-03 10:00:00,179.92058333,81.73244444,31.16878889
2026-09-03 11:00:00,179.55616667,81.56094444,32.03216944
2026-09-03 12:00:00,178.61630556,81.44172222,32.77371944
2026-09-03 13:00:00,177.67102778,81.07769444,33.10684167
2026-09-03 14:00:00,177.13502778,80.14177778,33.08073889
2026-09-03 15:00:00,177.06442897,78.59618384,32.79178552
2026-09-03 16:00:00,176.84155556,76.64294444,32.14058611
2026-09-03 17:00:00,175.44647222,74.47791667,31.05612222
2026-09-03 18:00:00,172.68125000,72.30063889,29.83318056
2026-09-03 19:00:00,169.89975000,70.49950000,28.98039722
2026-09-03 20:00:00,168.71761111,69.67205556,28.73300833
2026-09-03 21:00:00,169.09191667,70.27725000,28.84379722
2026-09-03 22:00:00,169.73236111,72.10541667,28.96629444
2026-09-03 23:00:00,169.90606061,74.20233333,28.99169697
2026-09-04 00:00:00,167.82404110,75.65661111,27.01216781
2026-09-04 01:00:00,168.46969444,76.49333333,27.75375000
2026-09-04 02:00:00,170.05247222,77.37933333,29.16705833
2026-09-04 03:00:00,171.89352778,78.40455556,30.87900000
2026-09-04 04:00:00,173.20130556,78.73711111,32.62696667
2026-09-04 05:00:00,173.73469444,77.86477778,33.81010833
2026-09-04 06:00:00,173.95083333,76.75752778,33.64108889
2026-09-04 07:00:00,174.60144444,77.12200000,32.23330278
2026-09-04 08:00:00,176.03188889,79.46977778,30.97540000
2026-09-04 09:00:00,177.69838889,82.42777778,31.23908611
2026-09-04 10:00:00,178.54183333,84.13058333,32.94296667
2026-09-04 11:00:00,178.07841667,83.84641667,34.69985278
2026-09-04 12:00:00,176.95233333,82.11902778,35.09200000
2026-09-04 13:00:00,176.17616667,79.91158333,33.63607500
2026-09-04 14:00:00,175.90480556,77.91338889,30.96383611
2026-09-04 15:00:00,175.30511111,76.29627778,28.41715000
2026-09-04 16:00:00,173.72733333,74.88491667,27.14094722
2026-09-04 17:00:00,171.64100000,73.61263889,27.24502500
2026-09-04 18:00:00,170.14886111,72.74591667,27.86583889
2026-09-04 19:00:00,169.76516667,72.49800000,28.13831389
2026-09-04 20:00:00,170.02250000,72.64986111,27.98646389
2026-09-04 21:00:00,170.26482249,72.80937870,27.79796154
2026-09-05 00:00:00,167.83356667,73.36650000,31.01546333
2026-09-05 01:00:00,169.19455556,75.19525000,31.24308333
2026-09-05 02:00:00,171.54536111,78.65602778,30.92183611
2026-09-05 03:00:00,173.93633333,81.82438889,30.05381944
2026-09-05 04:00:00,176.14225000,83.24775000,29.54982222
2026-09-05 05:00:00,178.34611111,83.06800000,30.26405278
2026-09-05 06:00:00,180.01658333,82.42322222,32.06906111
2026-09-05 07:00:00,180.03597222,81.95483333,33.87890556
2026-09-05 08:00:00,178.25927778,81.21694444,34.55695000
2026-09-05 09:00:00,176.10155556,79.60366667,33.90286111
2026-09-05 10:00:00,175.00186111,77.51541667,32.76183611
2026-09-05 11:00:00,174.87675000,76.15175000,32.10793611
2026-09-05 12:00:00,174.62405556,76.14255556,32.04906111
2026-09-05 13:00:00,173.57344444,76.74225000,31.71194722
2026-09-05 14:00:00,171.89261111,76.65411111,30.22425000
2026-09-05 15:00:00,170.09219444,75.41491667,27.90632222
2026-09-05 16:00:00,168.67988889,73.60016667,26.17949167
2026-09-05 17:00:00,167.95872222,71.93750000,26.00321111
2026-09-05 18:00:00,167.80897222,70.81238889,26.76030833
2026-09-05 19:00:00,167.84394444,70.39977778,27.18383611
2026-09-05 20:00:00,167.83361111,70.53930556,26.97095000
2026-09-05 21:00:00,167.79892655,70.77511299,26.67101977
2026-09-06 00:00:00,169.41742671,76.94182410,29.36906189
2026-09-06 01:00:00,169.92075000,77.56391667,30.38112778
2026-09-06 02:00:00,171.54430556,78.68105556,31.66694444
2026-09-06 03:00:00,174.04363889,79.93777778,32.09130556
2026-09-06 04:00:00,176.42988889,81.26761111,31.39030833
2026-09-06 05:00:00,177.81072222,82.54100000,30.69519444
2026-09-06 06:00:00,178.30916667,83.25311111,31.34056389
2026-09-06 07:00:00,178.70180556,83.01741667,33.23908889
2026-09-06 08:00:00,179.22658333,82.20777778,34.93773889
2026-09-06 09:00:00,179.39872222,81.67786111,35.25940833
2026-09-06 10:00:00,178.97513889,81.80458333,34.44513889
2026-09-06 11:00:00,178.42488889,81.94033333,33.60314722
2026-09-06 12:00:00,178.19941667,81.04272222,33.42583611
2026-09-06 13:00:00,177.99950000,79.02527778,33.65711667
2026-09-06 14:00:00,177.09033333,77.13686111,33.61944167
2026-09-06 15:00:00,175.16627778,76.52711111,33.02655833
2026-09-06 16:00:00,172.71313889,76.68302778,32.13508611
2026-09-06 17:00:00,170.54597222,75.99225000,31.20180556
2026-09-06 18:00:00,169.16541667,73.81725000,30.21455278
2026-09-06 19:00:00,168.54205556,71.39694444,29.29587222
2026-09-06 20:00:00,168.38550000,70.33586111,28.84878889
2026-09-06 21:00:00,168.41986111,70.67086111,28.95164722
2026-09-06 22:00:00,168.47877778,71.24705556,29.19421944
2026-09-06 23:00:00,168.49558824,71.40470588,29.26594118
2026-09-07 03:00:00,175.12554745,81.05173913,31.00420438
2026-09-07 04:00:00,174.52694444,80.70177778,31.14143056
2026-09-07 05:00:00,173.36125000,80.11972222,31.64711111
2026-09-07 06:00:00,173.02772222,80.08036111,32.49675000
2026-09-07 07:00:00,174.49222222,80.70727778,33.48433333
2026-09-07 08:00:00,177.01388889,81.09700000,34.42200000
2026-09-07 09:00:00,178.63261111,80.23922222,35.17643333
2026-09-07 10:00:00,178.13647222,78.19038889,35.61788056
2026-09-07 11:00:00,176.20386111,76.08638889,35.62523611
2026-09-07 12:00:00,174.45094444,75.05550000,35.01921111
2026-09-07 13:00:00,173.75313889,75.20588889,33.62346389
2026-09-07 14:00:00,173.73305556,75.67725000,31.74081667
2026-09-07 15:00:00,173.58225000,75.58344444,30.35959444
2026-09-07 16:00:00,172.93927778,74.81338889,30.26635556
2026-09-07 17:00:00,172.02783333,73.88630556,31.05579167
2026-09-07 18:00:00,171.27863889,73.29411111,31.64096944
2026-09-07 19:00:00,170.97769444,73.12663889,31.65165833
2026-09-07 20:00:00,171.05905556,73.18666667,31.52027778
2026-09-07 21:00:00,171.21775000,73.26397222,31.51827778
2026-09-07 22:00:00,171.26470588,73.28235294,31.53758824
2026-09-08 00:00:00,168.36536424,74.57056291,29.61098013
2026-09-08 01:00:00,169.46669444,76.42033333,29.63236667
2026-09-08 02:00:00,171.75561111,79.34700000,30.30175000
2026-09-08 03:00:00,174.19111111,81.67313889,31.57346111
2026-09-08 04:00:00,175.56850000,82.28241667,32.67809167
2026-09-08 05:00:00,175.66713889,81.38827778,33.05341944
2026-09-08 06:00:00,175.34233333,79.94213889,32.97348333
2026-09-08 07:00:00,175.33622222,78.57075000,32.94479444
2026-09-08 08:00:00,175.54638889,77.47422222,33.03257222
2026-09-08 09:00:00,175.64675926,77.05155556,33.08032407
2026-09-09 22:00:00,160.43794872,66.80600000,16.33461538
2026-09-10 00:00:00,164.66920000,70.53750000,27.07164857
2026-09-10 01:00:00,164.92972222,73.36141667,27.07753889
2026-09-10 02:00:00,167.64280556,76.51344444,27.99771389
2026-09-10 03:00:00,172.32775000,78.80977778,29.61731389
2026-09-10 04:00:00,176.34072222,78.99705556,31.06283333
2026-09-10 05:00:00,177.26219444,77.35066667,31.61985278
2026-09-10 06:00:00,175.34983333,75.93602778,31.47254167
2026-09-10 07:00:00,173.09333333,76.57152778,31.47784722
2026-09-10 08:00:00,172.50405556,78.59813889,32.12769167
2026-09-10 09:00:00,173.48888889,79.52997222,32.98041389
2026-09-10 10:00:00,174.78644444,78.15597222,33.31879444
2026-09-10 11:00:00,175.70175000,76.18791667,33.08171667
2026-09-10 12:00:00,176.34636111,76.07083333,32.74035833
2026-09-10 13:00:00,176.63044568,77.72591667,32.44552368
2026-09-10 14:00:00,175.99569444,78.61233333,31.80979444
2026-09-10 15:00:00,174.26644444,76.94130556,30.61494722
2026-09-10 16:00:00,172.05305556,73.61050000,29.34020000
2026-09-10 17:00:00,169.99513889,70.66830556,28.65805000
2026-09-10 18:00:00,168.13419444,68.96272222,28.56544722
2026-09-10 19:00:00,166.23416667,67.86908333,28.32966667
2026-09-10 20:00:00,164.42394444,66.59097222,27.33482778
2026-09-10 21:00:00,163.32341667,65.14036212,25.82615833
2026-09-10 22:00:00,163.51127778,64.37552778,24.79678611
2026-09-10 23:00:00,164.12769231,65.34875000,24.72592308
2026-09-11 00:00:00,165.17694678,68.25061111,25.25902801
2026-09-11 01:00:00,167.83188889,71.79155556,27.13008611
2026-09-11 02:00:00,171.31941667,74.16116667,29.39432500
2026-09-11 03:00:00,174.87258333,74.89261111,30.95143611
2026-09-11 04:00:00,176.94438889,75.16369444,31.40525833
2026-09-11 05:00:00,176.45691667,76.02216667,31.03790556
2026-09-11 06:00:00,174.15602778,77.11038889,30.42861667
2026-09-11 07:00:00,172.06713889,77.53713889,30.21135000
2026-09-11 08:00:00,171.67280556,77.21972222,30.79496944
2026-09-11 09:00:00,173.01080556,76.83186111,32.06440556
2026-09-11 10:00:00,175.23600000,76.92213889,33.50227778
2026-09-11 11:00:00,177.40219444,77.40833333,34.57678889
